# Filename: 2Dvpt_quench_vsl_T_0.99_0.1_lmax10_dl0.001_tmax100_dt3.5e-07_BC1_new.dat
# Source: 2Dvpt_quench.c
# Source version: 7 (2011 Sep 13 - ...)
# Constant values: PI= 3.141592653589793116, PISQ=9.8696044010893579923, PICU=31.0062766802998162063, B=124.025106721199264825
# Parameter values: iTfrac=0.99, qTfrac=0.1, lmax=10, lsteps=10000, (dl=0.001), lpts=10001, ldatamax=250, t0=1, tmax=100, dt=3.5e-07, (dtfrac=0.7), a0=1, a02=1, a04=1, K0c=0.747853, NDflowTOL=1e-06
# Option values: BC=1, RKv=RK3v1

# time step n_t = 0	t = 0.000000e+00	(dt = 3.500000e-07)
# T/Tc	1-T/Tc	l	K	K/K0	G	dGda
0.99	0.01	1.44	5.77765	0.772565	6.9672e-07	-7.16606e-07
0.99	0.01	1.48	5.74148	0.767729	5.85317e-07	-5.79797e-07
0.99	0.01	1.52	5.70627	0.76302	4.91532e-07	-4.68799e-07
0.99	0.01	1.56	5.67199	0.758437	4.1263e-07	-3.78828e-07
0.99	0.01	1.6	5.63863	0.753975	3.46285e-07	-3.05963e-07
0.99	0.01	1.64	5.60616	0.749634	2.90528e-07	-2.46996e-07
0.99	0.01	1.68	5.57456	0.745408	2.43688e-07	-1.9931e-07
0.99	0.01	1.72	5.5438	0.741296	2.04357e-07	-1.6077e-07
0.99	0.01	1.76	5.51387	0.737293	1.71341e-07	-1.29639e-07
0.99	0.01	1.8	5.48473	0.733397	1.43636e-07	-1.04505e-07
0.99	0.01	1.84	5.45636	0.729604	1.20394e-07	-8.42219e-08
0.99	0.01	1.88	5.42875	0.725912	1.009e-07	-6.786e-08
0.99	0.01	1.92	5.40187	0.722317	8.45542e-08	-5.46658e-08
0.99	0.01	1.96	5.37569	0.718816	7.08502e-08	-4.40292e-08
0.99	0.01	2	5.35019	0.715407	5.93631e-08	-3.54569e-08
0.99	0.01	2.04	5.32536	0.712087	4.97356e-08	-2.85499e-08
0.99	0.01	2.08	5.30117	0.708852	4.16675e-08	-2.29858e-08
0.99	0.01	2.12	5.2776	0.705701	3.49071e-08	-1.85044e-08
0.99	0.01	2.16	5.25464	0.702629	2.92428e-08	-1.48955e-08
0.99	0.01	2.2	5.23225	0.699636	2.44973e-08	-1.19897e-08
0.99	0.01	2.24	5.21043	0.696719	2.05218e-08	-9.65029e-09
0.99	0.01	2.28	5.18916	0.693874	1.71914e-08	-7.76704e-09
0.99	0.01	2.32	5.16841	0.6911	1.44016e-08	-6.25113e-09
0.99	0.01	2.36	5.14818	0.688394	1.20647e-08	-5.03099e-09
0.99	0.01	2.4	5.12844	0.685755	1.01071e-08	-4.04896e-09
0.99	0.01	2.44	5.10918	0.68318	8.4674e-09	-3.25862e-09
0.99	0.01	2.48	5.09039	0.680667	7.09389e-09	-2.62256e-09
0.99	0.01	2.52	5.07205	0.678215	5.94336e-09	-2.11067e-09
0.99	0.01	2.56	5.05414	0.67582	4.9796e-09	-1.69873e-09
0.99	0.01	2.6	5.03666	0.673483	4.17228e-09	-1.36722e-09
0.99	0.01	2.64	5.01959	0.6712	3.49598e-09	-1.10043e-09
0.99	0.01	2.68	5.00291	0.66897	2.92943e-09	-8.85724e-10
0.99	0.01	2.72	4.98662	0.666792	2.4548e-09	-7.12935e-10
0.99	0.01	2.76	4.97071	0.664664	2.05716e-09	-5.73875e-10
0.99	0.01	2.8	4.95515	0.662584	1.72402e-09	-4.61957e-10
0.99	0.01	2.84	4.93995	0.660551	1.44489e-09	-3.71881e-10
0.99	0.01	2.88	4.92509	0.658564	1.21102e-09	-2.99381e-10
0.99	0.01	2.92	4.91056	0.656621	1.01505e-09	-2.41027e-10
0.99	0.01	2.96	4.89635	0.654721	8.50841e-10	-1.94056e-10
0.99	0.01	3	4.88245	0.652863	7.13231e-10	-1.56247e-10
0.99	0.01	3.04	4.86886	0.651045	5.97909e-10	-1.2581e-10
0.99	0.01	3.08	4.85556	0.649266	5.0126e-10	-1.01307e-10
0.99	0.01	3.12	4.84254	0.647526	4.20255e-10	-8.15811e-11
0.99	0.01	3.16	4.82981	0.645823	3.5236e-10	-6.56993e-11
0.99	0.01	3.2	4.81734	0.644156	2.95449e-10	-5.29121e-11
0.99	0.01	3.24	4.80513	0.642524	2.47744e-10	-4.2616e-11
0.99	0.01	3.28	4.79318	0.640926	2.07752e-10	-3.43252e-11
0.99	0.01	3.32	4.78148	0.639361	1.74225e-10	-2.76488e-11
0.99	0.01	3.36	4.77002	0.637828	1.46116e-10	-2.22722e-11
0.99	0.01	3.4	4.75879	0.636327	1.22549e-10	-1.79421e-11
0.99	0.01	3.44	4.74779	0.634856	1.02788e-10	-1.44547e-11
0.99	0.01	3.48	4.73701	0.633415	8.62182e-11	-1.16457e-11
0.99	0.01	3.52	4.72645	0.632003	7.23231e-11	-9.38308e-12
0.99	0.01	3.56	4.7161	0.630619	6.06705e-11	-7.56047e-12
0.99	0.01	3.6	4.70596	0.629262	5.08979e-11	-6.09222e-12
0.99	0.01	3.64	4.69601	0.627933	4.27016e-11	-4.90936e-12
0.99	0.01	3.68	4.68626	0.626629	3.5827e-11	-3.95637e-12
0.99	0.01	3.72	4.6767	0.62535	3.00606e-11	-3.18854e-12
0.99	0.01	3.76	4.66732	0.624096	2.52235e-11	-2.56985e-12
0.99	0.01	3.8	4.65813	0.622867	2.11658e-11	-2.07132e-12
0.99	0.01	3.84	4.64911	0.62166	1.77617e-11	-1.66958e-12
0.99	0.01	3.88	4.64026	0.620477	1.49058e-11	-1.34583e-12
0.99	0.01	3.92	4.63157	0.619316	1.25097e-11	-1.08491e-12
0.99	0.01	3.96	4.62305	0.618177	1.04992e-11	-8.74624e-13
0.99	0.01	4	4.61469	0.617059	8.81229e-12	-7.05128e-13
0.99	0.01	4.04	4.60649	0.615962	7.39672e-12	-5.68507e-13
0.99	0.01	4.08	4.59843	0.614885	6.20881e-12	-4.58378e-13
0.99	0.01	4.12	4.59053	0.613827	5.21192e-12	-3.69601e-13
0.99	0.01	4.16	4.58276	0.612789	4.37527e-12	-2.98031e-13
0.99	0.01	4.2	4.57514	0.61177	3.67309e-12	-2.40332e-13
0.99	0.01	4.24	4.56766	0.610769	3.08372e-12	-1.93811e-13
0.99	0.01	4.28	4.56031	0.609787	2.58904e-12	-1.56303e-13
0.99	0.01	4.32	4.55309	0.608822	2.1738e-12	-1.26059e-13
0.99	0.01	4.36	4.546	0.607874	1.82523e-12	-1.01672e-13
0.99	0.01	4.4	4.53904	0.606942	1.53261e-12	-8.20061e-14
0.99	0.01	4.44	4.53219	0.606027	1.28696e-12	-6.61469e-14
0.99	0.01	4.48	4.52547	0.605128	1.08072e-12	-5.3357e-14
0.99	0.01	4.52	4.51887	0.604245	9.07573e-13	-4.30419e-14
0.99	0.01	4.56	4.51238	0.603377	7.62192e-13	-3.47223e-14
0.99	0.01	4.6	4.506	0.602524	6.40124e-13	-2.8012e-14
0.99	0.01	4.64	4.49973	0.601686	5.37625e-13	-2.25994e-14
0.99	0.01	4.68	4.49357	0.600862	4.51555e-13	-1.82333e-14
0.99	0.01	4.72	4.48751	0.600052	3.79278e-13	-1.47113e-14
0.99	0.01	4.76	4.48156	0.599256	3.18581e-13	-1.18701e-14
0.99	0.01	4.8	4.4757	0.598473	2.67607e-13	-9.57798e-15
0.99	0.01	4.84	4.46995	0.597704	2.24796e-13	-7.72875e-15
0.99	0.01	4.88	4.46429	0.596947	1.88841e-13	-6.23679e-15
0.99	0.01	4.92	4.45872	0.596203	1.58642e-13	-5.03301e-15
0.99	0.01	4.96	4.45325	0.595471	1.33277e-13	-4.06173e-15
0.99	0.01	5	4.44787	0.594751	1.11971e-13	-3.278e-15
0.99	0.01	5.04	4.44257	0.594043	9.4074e-14	-2.64558e-15
0.99	0.01	5.08	4.43736	0.593347	7.90401e-14	-2.13525e-15
0.99	0.01	5.12	4.43224	0.592662	6.64109e-14	-1.72342e-15
0.99	0.01	5.16	4.4272	0.591988	5.58013e-14	-1.39107e-15
0.99	0.01	5.2	4.42224	0.591325	4.68881e-14	-1.12285e-15
0.99	0.01	5.24	4.41737	0.590673	3.93998e-14	-9.06371e-16
0.99	0.01	5.28	4.41257	0.590031	3.31084e-14	-7.31653e-16
0.99	0.01	5.32	4.40784	0.5894	2.78225e-14	-5.90634e-16
0.99	0.01	5.36	4.4032	0.588778	2.33811e-14	-4.76809e-16
0.99	0.01	5.4	4.39862	0.588167	1.96493e-14	-3.84932e-16
0.99	0.01	5.44	4.39412	0.587565	1.65136e-14	-3.10769e-16
0.99	0.01	5.48	4.38969	0.586972	1.38787e-14	-2.50901e-16
0.99	0.01	5.52	4.38533	0.586389	1.16645e-14	-2.02573e-16
0.99	0.01	5.56	4.38104	0.585815	9.8038e-15	-1.63558e-16
0.99	0.01	5.6	4.37681	0.58525	8.24016e-15	-1.32062e-16
0.99	0.01	5.64	4.37265	0.584694	6.92609e-15	-1.06633e-16
0.99	0.01	5.68	4.36855	0.584146	5.82173e-15	-8.61034e-17
0.99	0.01	5.72	4.36452	0.583607	4.89358e-15	-6.95281e-17
0.99	0.01	5.76	4.36055	0.583076	4.1135e-15	-5.61451e-17
0.99	0.01	5.8	4.35664	0.582553	3.45787e-15	-4.53393e-17
0.99	0.01	5.84	4.35279	0.582038	2.9068e-15	-3.66142e-17
0.99	0.01	5.88	4.349	0.581531	2.44361e-15	-2.95689e-17
0.99	0.01	5.92	4.34526	0.581032	2.05428e-15	-2.38799e-17
0.99	0.01	5.96	4.34159	0.58054	1.72702e-15	-1.92859e-17
0.99	0.01	6	4.33796	0.580056	1.45193e-15	-1.55761e-17
0.99	0.01	6.04	4.3344	0.579579	1.22068e-15	-1.25802e-17
0.99	0.01	6.08	4.33088	0.579109	1.02629e-15	-1.01608e-17
0.99	0.01	6.12	4.32742	0.578646	8.62876e-16	-8.2069e-18
0.99	0.01	6.16	4.32401	0.57819	7.25496e-16	-6.62887e-18
0.99	0.01	6.2	4.32065	0.577741	6.10002e-16	-5.35439e-18
0.99	0.01	6.24	4.31734	0.577298	5.12904e-16	-4.32505e-18
0.99	0.01	6.28	4.31408	0.576862	4.31271e-16	-3.49367e-18
0.99	0.01	6.32	4.31087	0.576433	3.62639e-16	-2.82216e-18
0.99	0.01	6.36	4.3077	0.576009	3.04934e-16	-2.27977e-18
0.99	0.01	6.4	4.30458	0.575592	2.56417e-16	-1.84166e-18
0.99	0.01	6.44	4.30151	0.575181	2.15624e-16	-1.48778e-18
0.99	0.01	6.48	4.29848	0.574776	1.81324e-16	-1.20192e-18
0.99	0.01	6.52	4.2955	0.574377	1.52483e-16	-9.71009e-19
0.99	0.01	6.56	4.29256	0.573984	1.28232e-16	-7.84475e-19
0.99	0.01	6.6	4.28966	0.573596	1.0784e-16	-6.33787e-19
0.99	0.01	6.64	4.2868	0.573214	9.06924e-17	-5.12055e-19
0.99	0.01	6.68	4.28398	0.572838	7.62729e-17	-4.13712e-19
0.99	0.01	6.72	4.28121	0.572467	6.41471e-17	-3.34263e-19
0.99	0.01	6.76	4.27847	0.572101	5.39501e-17	-2.70077e-19
0.99	0.01	6.8	4.27578	0.57174	4.53748e-17	-2.1822e-19
0.99	0.01	6.84	4.27312	0.571385	3.81632e-17	-1.76323e-19
0.99	0.01	6.88	4.2705	0.571034	3.20983e-17	-1.42473e-19
0.99	0.01	6.92	4.26791	0.570689	2.69977e-17	-1.15123e-19
0.99	0.01	6.96	4.26537	0.570348	2.2708e-17	-9.30254e-20
0.99	0.01	7	4.26286	0.570012	1.91002e-17	-7.51706e-20
0.99	0.01	7.04	4.26038	0.569681	1.60659e-17	-6.07438e-20
0.99	0.01	7.08	4.25794	0.569355	1.35138e-17	-4.90867e-20
0.99	0.01	7.12	4.25553	0.569033	1.13673e-17	-3.96673e-20
0.99	0.01	7.16	4.25316	0.568716	9.56193e-18	-3.2056e-20
0.99	0.01	7.2	4.25082	0.568403	8.0434e-18	-2.59055e-20
0.99	0.01	7.24	4.24851	0.568095	6.76612e-18	-2.09355e-20
0.99	0.01	7.28	4.24624	0.56779	5.69176e-18	-1.69192e-20
0.99	0.01	7.32	4.24399	0.56749	4.78807e-18	-1.36737e-20
0.99	0.01	7.36	4.24178	0.567194	4.02791e-18	-1.10509e-20
0.99	0.01	7.4	4.2396	0.566903	3.38849e-18	-8.93131e-21
0.99	0.01	7.44	4.23745	0.566615	2.85061e-18	-7.21839e-21
0.99	0.01	7.48	4.23532	0.566331	2.39815e-18	-5.83407e-21
0.99	0.01	7.52	4.23323	0.566051	2.01754e-18	-4.7153e-21
0.99	0.01	7.56	4.23117	0.565775	1.69735e-18	-3.81113e-21
0.99	0.01	7.6	4.22913	0.565503	1.428e-18	-3.08038e-21
0.99	0.01	7.64	4.22712	0.565234	1.20141e-18	-2.48979e-21
0.99	0.01	7.68	4.22514	0.564969	1.01078e-18	-2.01245e-21
0.99	0.01	7.72	4.22319	0.564708	8.50417e-19	-1.62665e-21
0.99	0.01	7.76	4.22126	0.56445	7.15503e-19	-1.31483e-21
0.99	0.01	7.8	4.21936	0.564196	6.01999e-19	-1.0628e-21
0.99	0.01	7.84	4.21748	0.563945	5.06508e-19	-8.59088e-22
0.99	0.01	7.88	4.21563	0.563698	4.26169e-19	-6.94434e-22
0.99	0.01	7.92	4.2138	0.563454	3.58577e-19	-5.61344e-22
0.99	0.01	7.96	4.212	0.563213	3.01709e-19	-4.53768e-22
0.99	0.01	8	4.21023	0.562975	2.53863e-19	-3.66812e-22
0.99	0.01	8.04	4.20847	0.562741	2.13607e-19	-2.96523e-22
0.99	0.01	8.08	4.20674	0.56251	1.79737e-19	-2.39706e-22
0.99	0.01	8.12	4.20504	0.562281	1.51239e-19	-1.93778e-22
0.99	0.01	8.16	4.20335	0.562056	1.27261e-19	-1.56652e-22
0.99	0.01	8.2	4.20169	0.561834	1.07086e-19	-1.26641e-22
0.99	0.01	8.24	4.20005	0.561615	9.011e-20	-1.0238e-22
0.99	0.01	8.28	4.19844	0.561399	7.58261e-20	-8.27679e-23
0.99	0.01	8.32	4.19684	0.561185	6.38072e-20	-6.69135e-23
0.99	0.01	8.36	4.19527	0.560975	5.36939e-20	-5.40966e-23
0.99	0.01	8.4	4.19371	0.560767	4.5184e-20	-4.37353e-23
0.99	0.01	8.44	4.19218	0.560562	3.80232e-20	-3.53589e-23
0.99	0.01	8.48	4.19067	0.56036	3.19976e-20	-2.85871e-23
0.99	0.01	8.52	4.18917	0.56016	2.69271e-20	-2.31124e-23
0.99	0.01	8.56	4.1877	0.559963	2.26604e-20	-1.86864e-23
0.99	0.01	8.6	4.18624	0.559768	1.90699e-20	-1.51082e-23
0.99	0.01	8.64	4.18481	0.559576	1.60485e-20	-1.22152e-23
0.99	0.01	8.68	4.18339	0.559387	1.35059e-20	-9.87633e-24
0.99	0.01	8.72	4.18199	0.5592	1.13663e-20	-7.98536e-24
0.99	0.01	8.76	4.18061	0.559016	9.56571e-21	-6.45651e-24
0.99	0.01	8.8	4.17925	0.558833	8.05044e-21	-5.22041e-24
0.99	0.01	8.84	4.17791	0.558654	6.77526e-21	-4.22101e-24
0.99	0.01	8.88	4.17658	0.558476	5.70212e-21	-3.41297e-24
0.99	0.01	8.92	4.17527	0.558301	4.79899e-21	-2.75964e-24
0.99	0.01	8.96	4.17398	0.558128	4.03895e-21	-2.23139e-24
0.99	0.01	9	4.1727	0.557958	3.3993e-21	-1.80428e-24
0.99	0.01	9.04	4.17145	0.55779	2.86098e-21	-1.45894e-24
0.99	0.01	9.08	4.1702	0.557623	2.40793e-21	-1.1797e-24
0.99	0.01	9.12	4.16898	0.557459	2.02664e-21	-9.53922e-25
0.99	0.01	9.16	4.16776	0.557297	1.70574e-21	-7.71359e-25
0.99	0.01	9.2	4.16657	0.557137	1.43566e-21	-6.23741e-25
0.99	0.01	9.24	4.16539	0.55698	1.20836e-21	-5.04377e-25
0.99	0.01	9.28	4.16422	0.556824	1.01705e-21	-4.0786e-25
0.99	0.01	9.32	4.16307	0.55667	8.56038e-22	-3.29814e-25
0.99	0.01	9.36	4.16194	0.556518	7.20521e-22	-2.66705e-25
0.99	0.01	9.4	4.16082	0.556368	6.06462e-22	-2.15674e-25
0.99	0.01	9.44	4.15971	0.556221	5.10463e-22	-1.74408e-25
0.99	0.01	9.48	4.15862	0.556074	4.29663e-22	-1.41039e-25
0.99	0.01	9.52	4.15754	0.55593	3.61655e-22	-1.14056e-25
0.99	0.01	9.56	4.15648	0.555788	3.04414e-22	-9.22352e-26
0.99	0.01	9.6	4.15543	0.555647	2.56234e-22	-7.45899e-26
0.99	0.01	9.64	4.15439	0.555509	2.15682e-22	-6.03207e-26
0.99	0.01	9.68	4.15336	0.555372	1.81548e-22	-4.87816e-26
0.99	0.01	9.72	4.15235	0.555236	1.52818e-22	-3.94502e-26
0.99	0.01	9.76	4.15135	0.555103	1.28635e-22	-3.1904e-26
0.99	0.01	9.8	4.15037	0.554971	1.0828e-22	-2.58015e-26
0.99	0.01	9.84	4.14939	0.554841	9.11462e-23	-2.08664e-26
0.99	0.01	9.88	4.14843	0.554712	7.67243e-23	-1.68753e-26
0.99	0.01	9.92	4.14748	0.554585	6.45847e-23	-1.36478e-26
0.99	0.01	9.96	4.14655	0.55446	5.43662e-23	-1.10376e-26
0.99	0.01	10	4.14562	0.554336	4.4765e-23	0
